ingest_ts,run_id,screen_batch,strategy_id,source_file,translated,is_sharpe,deflated_sharpe,max_drawdown,turnover,oos_years_decay,cluster_id,verdict,verdict_reason,screened_at,notes,num_trials
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-0319395c57a7,scripts/backtest/translated/c4_backlog3_mclean_screen.py,1,0.418,0.0018,-0.0713,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-6ba459329476,scripts/backtest/translated/c4_backlog3_value_roa5.py,1,-0.122,0.0,-0.0341,0.0093,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-6cb29d4d9ba8,scripts/backtest/translated/c4_6cb29d4d9ba8_mom_rev_300.py,1,-0.273,0.0,-0.0465,0.0067,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-751983843b3f,scripts/backtest/translated/c4_backlog3_growth_peg4.py,1,-1.236,0.0,-0.1837,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-751983843b3f,scripts/backtest/translated/c4_backlog3_growth_peg4.py,1,-1.143,0.0,-0.1837,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-79ae77fb3af7,scripts/backtest/translated/c4_backlog3_peg_growth_tiny.py,1,0.792,0.0198,-0.0703,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-79ae77fb3af7,scripts/backtest/translated/c4_backlog3_peg_growth_tiny.py,1,1.005,0.0542,-0.0703,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-7f7e5f935dfc,scripts/backtest/translated/c4_7f7e5f935dfc_dmi_timing.py,1,0.204,0.0006,-0.1467,0.0129,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-13 21:11:02.974000+00:00,SCR-C4-20260914-051102,C4-translated-20260912,CAND-8664521af1a0,scripts/backtest/translated/c4_8664521af1a0_snake_cap.py,1,0.397,0.0018,-0.2402,0.0505,,,translated_c4,c4_batch_screen,2026-09-14 05:11:02+08:00,window=2020-01-01/2023-12-31; kind=stock,2
2026-09-13 19:49:27.692000+00:00,SCR-C4-20260914-034927,C4-translated-20260912,CAND-8d000bf3ccc3,scripts/backtest/translated/c4_8d000bf3ccc3_pb_poe_dual_ma.py,1,-0.751,0.0,-0.1501,0.032,,,translated_c4,c4_batch_screen,2026-09-14 03:49:27+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-13 19:49:27.692000+00:00,SCR-C4-20260914-034927,C4-translated-20260912,CAND-8d000bf3ccc3,scripts/backtest/translated/c4_8d000bf3ccc3_pb_poe.py,1,0.563,0.0,-0.4473,0.0235,,,translated_c4,c4_batch_screen,2026-09-14 03:49:27+08:00,window=2020-01-01/2023-12-31; kind=stock,6
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-93aa8f5a2bdd,scripts/backtest/translated/c4_93aa8f5a2bdd_multi_period.py,1,-0.391,0.0,-0.2793,0.1175,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-9519cb55d6b7,scripts/backtest/translated/c4_backlog3_peg_ebit_tiny.py,1,0.876,0.0316,-0.0598,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-9519cb55d6b7,scripts/backtest/translated/c4_backlog3_peg_ebit_tiny.py,1,1.187,0.122,-0.0706,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-99873fd0bc17,scripts/backtest/translated/c4_99873fd0bc17_macd_single.py,1,-2.2359999999999998,0.0,-0.9082,0.9887,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-9c0136ec8f42,scripts/backtest/translated/c4_9c0136ec8f42_kucoffee_trend.py,1,-0.105,0.0001,-0.3917,0.1098,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-9c0424f53fe4,scripts/backtest/translated/c4_9c0424f53fe4_zscore_meanrev5.py,1,-0.405,0.0,-0.4252,0.0605,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-9ce75aa27ce5,scripts/backtest/translated/c4_9ce75aa27ce5_bluechip_ma.py,1,0.091,0.0002,-0.4377,0.1454,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-a016c519e8bd,scripts/backtest/translated/c4_backlog3_value_roa5_v2.py,1,-0.215,0.0,-0.0436,0.0103,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-a016c519e8bd,scripts/backtest/translated/c4_backlog3_value_roa5_v2.py,1,-0.122,0.0,-0.0341,0.0093,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-a4543012b464,scripts/backtest/translated/c4_a4543012b464_trend5.py,1,-0.308,0.0,-0.7932,0.233,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-a5ac9cc45ab3,scripts/backtest/translated/c4_backlog3_wiz61_growth_quality.py,1,-1.018,0.0,-0.4442,0.2077,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-a5ac9cc45ab3,scripts/backtest/translated/c4_backlog3_wiz61_growth_quality.py,1,-1.056,0.0,-0.4545,0.2077,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 18:53:32.664000+00:00,SCR-C4-20260915-025332,C4-BACKLOG2-20260915,CAND-ab4dc295d8eb,scripts/backtest/translated/c4_backlog2_mktcap5.py,1,-0.523,0.0,-0.1543,0.049,,,translated_c4,c4_batch_screen,2026-09-15 02:53:32+08:00,window=2020-01-01/2023-12-31; kind=stock,2
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-ab4dc295d8eb,scripts/backtest/translated/c4_backlog2_mktcap5.py,1,-0.523,0.0,-0.1543,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-b1ab2a40225a,scripts/backtest/translated/c4_backlog3_pb_range_lowdebt.py,1,-0.586,0.0,-0.1312,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-b1ab2a40225a,scripts/backtest/translated/c4_backlog3_pb_range_lowdebt.py,1,-0.586,0.0,-0.1312,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-b1ab42050d68,scripts/backtest/translated/pilot_002_ma_cross,1,1.08,0.0568,-0.45,0.099,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-b1fb7e2246dd,scripts/backtest/translated/c4_backlog3_peg_ebit_tiny2.py,1,0.824,0.0264,-0.0563,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-b1fb7e2246dd,scripts/backtest/translated/c4_backlog3_peg_ebit_tiny2.py,1,0.825,0.0196,-0.0623,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-b37f550ba2af,scripts/backtest/translated/c4_b37f550ba2af_gftd.py,1,-0.125,0.0,-0.1379,0.001,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-14 19:24:55.632000+00:00,SCR-C4-20260915-032455,C4-BACKLOG3-20260915,CAND-bb0b9f37ce93,scripts/backtest/translated/c4_backlog3_div_roe5.py,1,-0.755,0.0,-0.1872,0.049,,,translated_c4,c4_batch_screen,2026-09-15 03:24:55+08:00,window=2020-01-01/2023-12-31; kind=stock,14
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-bb0b9f37ce93,scripts/backtest/translated/c4_backlog3_div_roe5.py,1,-0.785,0.0,-0.1837,0.049,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-15 03:24:09.407000+00:00,SCR-C4-20260915-112409,C4-translated-20260912,CAND-bd42540f86e4,scripts/backtest/translated/c4_bd42540f86e4_pe_pb.py,1,-0.186,0.0,-0.5106,0.0817,,,translated_c4,c4_batch_screen,2026-09-15 11:24:09+08:00,window=2020-01-01/2023-12-31; kind=stock,33
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-c21459b71a42,scripts/backtest/translated/c4_c21459b71a42_boll_np.py,1,0.336,0.0014,-0.3352,0.0082,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-c30a620e114d,scripts/backtest/translated/c4_c30a620e114d_boll_break.py,1,0.338,0.0014,-0.3467,0.0082,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-c4ec6332c07f,scripts/backtest/translated/c4_c4ec6332c07f_trend_score.py,1,-0.118,0.0,-0.3792,0.034,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-c72318f2da1c,scripts/backtest/translated/c4_c72318f2da1c_bias_ql.py,1,0.16,0.0004,-0.3775,0.1911,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-c7a8ddbab748,scripts/backtest/translated/c4_c7a8ddbab748_ma10_ma5.py,1,-0.25,0.0,-0.5201,0.0582,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-d06cab686cef,scripts/backtest/translated/c4_d06cab686cef_rsrs_opt.py,1,-0.292,0.0,-0.3391,0.016,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-13 20:52:26.182000+00:00,SCR-C4-20260914-045225,C4-translated-20260912,CAND-dc5b80aa3614,scripts/backtest/translated/c4_dc5b80aa3614_tsmall100.py,1,1.066,0.0506,-0.2317,0.0397,,,translated_c4,c4_batch_screen,2026-09-14 04:52:25+08:00,window=2020-01-01/2023-12-31; kind=stock,2
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-e2e7f033d97c,scripts/backtest/translated/c4_e2e7f033d97c_kd_cross.py,1,0.019,0.0001,-0.5642,0.082,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-e3da6fa71af1,scripts/backtest/translated/c4_e3da6fa71af1_panic_rebound.py,1,1.15,0.0793,-0.086,0.0062,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=index,35
2026-09-12 16:20:57.002000+00:00,SCR-C4-20260913-002056,C4-translated-20260912,CAND-e40a0a1bcda8,scripts/backtest/translated/c4_e40a0a1bcda8_ma5_ma10.py,1,-0.838,0.0,-0.4578,0.0737,,,translated_c4,c4_batch_screen,2026-09-13 00:20:56+08:00,window=2020-01-01/2023-12-31; kind=stock,35
