file_path,module_id,blueprint_id,domain_id,subdomain_id,match_method,confidence
src/zephyr/autonomy_perm/agent_rbac/identity.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/immutable_core.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/input_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/integration.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/integrity_self_check.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/intent_binder.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/key_hierarchy.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/kill_switch.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/legal_audit_chain.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/memory_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/memory_provenance_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/micro_verifier.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/microstructure_defense.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/monotonic_clock.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/multi_agent_collusion_detector.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/native_api_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/non_repudiation.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/novel_attack_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/observability.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/output_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/path_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/permission_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/permission_hooks.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/permission_mode_manager.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/phase_executor.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/post_action_verifier.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/rbac_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/replay_attack_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/risk_mitigation.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/rollback_sandbox.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/rule_injection_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/secrets_lifecycle.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/sequence_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/session_concurrency.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/session_lifecycle.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/shell_dialect_detector.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/toctou_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/agent_rbac/vibe_coding_guard.py,,MOD-INF-018,D-SEC,D-SEC-ACCESS_CONTROL,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/__init__.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/__main__.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/alignment_syncer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/all_completer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/batch_fixer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/compliance_auditor.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/config_fixer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/dedup_extractor.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/dep_version_fixer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/drift_fixer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/engine.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/escalation_bridge.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/event_hooks.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_budget.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_diff.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_health_check.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_pattern_miner.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_reliability.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_report.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_safety.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/fix_scheduler.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/import_fixer.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/interrupt_guard.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/llm_fix_adapter.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/models.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/scaffold_registrar.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/self_heal_agent.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/shadow_workspace.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/state_machine.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/auto_fix_engine/zombie_cleaner.py,,MOD-INF-031,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/__init__.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/__main__.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/_analysis.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/_core.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/_drift.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/_infrastructure.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/_scanners.py,,MOD-INF-011,D-DATA,D-DATA-VECTOR_STORAGE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/absence_manager.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/ai_construction_detectors.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/ai_context_injector.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/alert_router.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/architecture_contracts.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/architecture_principles.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/backcompat_checker.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/baseline_manager.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/baseline_poisoning_guard.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/benchmark_integrity.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/brain_integration.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/canary_controller.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/cascade_detector.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/chaos_injector.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/code_review_ai.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/cold_start.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/config_consistency.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/contract_drift_detector.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/correlation_engine.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/credibility_engine.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/cross_env_consistency.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/cross_module_score.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/dashboard.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/data_classification.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/data_lifecycle.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/data_quality.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/data_source_reliability.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/dependency_manager.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/detector_dispatcher.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_cron_scheduler.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_engine.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_hotfix_bypass.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_infrastructure.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_models.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_result_types.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/drift_training.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/events.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/file_attr_checker.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/forensics_engine.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/gate_persistence.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/git_bisector.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/gitignore_auditor.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/handoff_manager.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/headless_scanner.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/incremental_scanner.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/integration_test_runner.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/ml_engineering.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/model_drift_monitor.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/naming_magic_checker.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/orphan_scanner.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/performance_baseline.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/python_compat.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/reconciler.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/regime_detector.py,,MOD-INF-023,D-GOV,D_GOV_DRIFT_DETECTION,depgraph_blueprint,high
src/zephyr/autonomy_perm/behavioral_auditor/resource_guard.py,,MOD-INF-033,D-GOV,D-GOV-SCRIPT_GOVERNANCE,depgraph_blueprint,high
