edge_id,from_node_id,to_node_id,dep_type,architecture_direction,coupling_strength,used_symbol,invocation_method,api_contract_refs,event_ref,ddd_integration_pattern,failure_mode,fallback,activation_condition,data_transfer_description,resource_impact,relationship_type,cross_domain,verified,dep_maturity,valid_since,is_legal_cycle
356405,309325,307716,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356406,309325,307717,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356407,309325,307726,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
353812,306569,306829,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
356408,309325,307765,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356411,309325,307732,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356430,309326,307784,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356437,309331,307769,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
359312,306345,311196,import_depends,downstream,required,MatchingEngine,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
356438,309331,307777,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356439,309331,307787,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238078,70,71,contract,upstream,hard,,,"",,,,,,退出码约定 0/1/2/3/4 + Finding Schema + manifest 注册契约——dedup gate 消费 script-system 定义。,,,,,design,2026-05-05,0
238079,70,45,runtime,upstream,hard,,,"",,,,,,GATE-DEDUP pre-commit 门禁判定逻辑——Wave 1 即落地 gate-engine 框架。,,,,,design,2026-05-05,0
238080,70,40,contract,upstream,hard,,,"",,,,,,生成时注入共享API影子清单——防重第一道防线 + 消费验证回环。,,,,,design,2026-05-05,0
238081,70,43,runtime,upstream,hard,,,"",,,,,,重复模式→FLE→evolve()→EvolutionProposal 进化闭环——微观克隆检测结果驱动 FLE 自我演化。,,,,,design,2026-05-05,0
238082,70,55,contract,upstream,hard,,,"",,,,,,SSoT Guard + shared 目录结构——去重后的组件提取目标目录。,,,,,design,2026-05-05,0
238083,70,42,data,upstream,hard,,,"",,,,,,发现的重复模式/健忘热点→KB 持久化→未来 AI session 主动查阅——KB 索引双分配存储。,,,,,design,2026-05-05,0
238084,52,45,runtime,upstream,hard,,,"",,,,,,蓝方防御判定依赖 Gate Engine 执行门禁检查——红方注入后验证 Gate 是否拦截。,,,,,design,2026-05-08,0
356431,309327,306973,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238086,52,54,runtime,upstream,hard,,,"",,,,,,规则漂移攻击场景的检测器——RB-003/RB-020 依赖语义审计能力。,,,,,design,2026-05-08,0
238087,52,70,runtime,upstream,hard,,,"",,,,,,重复注入场景的检测器——RB-004 依赖去重引擎能力。,,,,,design,2026-05-08,0
356432,309327,307756,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238089,52,69,runtime,upstream,medium,,,MOD-INF-030 §0 G-CT-023,,,,,,攻击场景基线快照与漂移对比——G-CT-023 契约锚点。,,,,,design,2026-05-08,0
356433,309328,307779,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238091,36,52,runtime,downstream,hard,,,"",,,,,,AuditOrchestrator Phase 5 红白对抗阶段委托 RedBlueValidator 执行。,,,,,design,2026-05-08,0
238092,52,50,runtime,upstream,medium,,,"",,,,,,红方可能利用孤儿判定边界制造绕过——RB-002 场景依赖孤儿判定能力。,,,,,design,2026-05-08,0
356441,309333,308541,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238093,52,38,runtime,upstream,medium,,,"",,,,,,绕过发现后的修复执行——自愈反馈闭环依赖 AutoFix Engine。,,,,,design,2026-05-08,0
353817,306575,306472,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
356473,309368,307807,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356467,309367,308059,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238096,52,59,data,upstream,medium,,,MOD-INF-030 §0 G-CT-024,,,,,,绕过模式知识条目存储与检索——G-CT-024 契约锚点。,,,,,design,2026-05-08,0
238097,53,55,runtime,upstream,hard,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §5,,,,,,资源优化引擎依赖 shared-core 的 DaemonRegistry/EventBus/ContractBus/API_INDEX 基础设施。,,,,,design,2026-05-08,0
356546,309438,306636,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356558,309445,307303,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356588,309458,307843,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356587,309457,306213,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356589,309459,306236,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238099,53,51,runtime,upstream,hard,,,"",,,,,,资源优化引擎依赖 pipeline 的 pipeline_lock 和 orchestration 协调。,,,,,design,2026-05-08,0
238100,53,43,runtime,upstream,hard,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §7.1,,,,,,资源优化引擎将 FLE-Scheduler 注册为守护线程，接收资源异常检测器。,,,,,design,2026-05-08,0
238101,53,45,contract,upstream,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.4,,,,,,资源优化引擎注册 G-RES 资源检查门禁规则，资源不足时门禁阻断。,,,,,design,2026-05-08,0
356596,309465,308468,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356595,309464,308605,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356688,309549,307086,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356689,309549,306790,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356690,309549,306919,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356729,309586,308600,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356769,309624,306730,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356787,309639,307018,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356788,309639,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
359313,306345,311195,import_depends,downstream,required,Portfolio,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
356789,309639,307540,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356802,309644,307018,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238103,53,69,runtime,upstream,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.2 CT-ROE-006,,,,,,资源配置漂移检测——阈值被篡改时触发漂移告警。,,,,,design,2026-05-08,0
238104,53,59,runtime,peer,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.2 CT-ROE-003,,,,,,资源成本预算联动——资源超支时触发预算降级。,,,,,design,2026-05-08,0
356799,309643,307018,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356827,309652,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356828,309652,307540,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356832,309654,307018,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356833,309654,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356834,309654,307540,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356950,309731,306821,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356953,309734,306964,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
356944,309725,306768,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357002,309781,306818,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357040,309809,308228,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357041,309809,308235,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238110,59,55,data,upstream,hard,,,"",,,,,,全局成本汇聚 + 语义缓存重导出,,,,,design,2026-05-15,0
238111,59,42,data,upstream,soft,,,"",,,,,,SQLite 存储层(传递依赖 via MOD-INF-016),,,,,design,2026-05-15,0
357016,309793,307160,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238113,59,69,contract,upstream,soft,,,"",,,,,,漂移预算信号,,,,,design,2026-05-15,0
238114,59,40,runtime,upstream,soft,,,"",,,,,,上下文压缩联动,,,,,design,2026-05-15,0
357063,309830,308234,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357061,309828,308486,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357062,309829,308235,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357142,309883,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357143,309884,308453,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357179,309900,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357153,309893,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357174,309895,308430,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357186,309906,308520,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357178,309899,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357189,309909,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357187,309907,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357183,309903,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357207,309922,306572,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357200,309916,308550,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357210,309925,306571,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357209,309924,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357211,309926,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357205,309920,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357215,309930,308437,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357213,309928,308257,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357212,309927,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357216,309931,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357220,309935,308277,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357218,309933,308458,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
359314,306345,311193,import_depends,downstream,required,DataHandler,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
357219,309934,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357223,309938,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357261,309972,308251,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357256,309967,308244,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357249,309964,308290,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
238140,59,49,data,upstream,soft,,,"",,,,,,model_router.py 懒导入 load_benchmark_history（基准性能数据加载）。,,,,,design,2026-05-18,0
238141,81,37,runtime,upstream,hard,,,"",,,,,,VMS消费嵌入服务——BGE-M3嵌入路由已迁至MOD-INF-039，VMS通过local-model获取嵌入向量。,,,,,design,2026-05-18,0
353889,306632,306760,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
238143,51,37,runtime,upstream,hard,,,"",,,,,,Pipeline嵌入+rerank——管线阶段调度依赖local-model的嵌入与重排序能力。,,,,,design,2026-05-18,0
357317,310021,308059,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
353587,306209,307450,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
357449,310117,306473,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357516,310167,306978,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357643,310283,307001,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357644,310284,307000,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
354007,306802,306768,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
353599,306224,306613,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
357828,310434,307358,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357829,310434,307083,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357830,310434,307184,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357831,310434,307201,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357824,310433,307849,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357835,310437,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357836,310437,307534,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357837,310437,307538,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357838,310437,307540,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357839,310437,307847,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357834,310436,308529,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357840,310438,307320,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357857,310447,307864,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357883,310458,307314,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357885,310460,308356,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357887,310462,308528,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357892,310468,307854,test_depends,downstream,optional,"",import,[],"",conformist,cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357920,310481,307314,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
357921,310481,307321,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
353994,306800,306747,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
353734,306477,307783,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
358261,310772,308192,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358251,310770,307355,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358254,310770,307359,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358303,310791,308210,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358304,310791,308221,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358380,310829,307047,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358381,310829,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
359315,306345,311194,import_depends,downstream,required,Metrics,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
358441,310849,307004,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358433,310847,308059,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358434,310847,307047,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358474,310861,308036,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358475,310862,308040,test_depends,downstream,optional,"",import,[],"","",cascade_failure,skip_test,"","","",one_to_many,1,0,active,,0
358616,307923,307917,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358592,307701,307695,config_depends,downstream,degradable,"",config,[],"",shared_kernel,timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358630,307986,307988,config_depends,downstream,degradable,"",config,[],"",shared_kernel,timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358673,308313,308317,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358676,308316,308317,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
353621,306248,306253,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
353622,306248,307337,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
353623,306248,307545,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
358672,308312,308317,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358668,308308,308317,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358671,308311,308317,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358675,308315,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358680,308321,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358682,308324,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358681,308323,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358678,308319,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358684,308326,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358683,308325,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358685,308327,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358686,308328,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
355064,307524,308059,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
358679,308320,308322,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358690,308332,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358687,308329,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
354038,306815,306745,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
358689,308331,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358688,308330,308340,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
358700,308343,308352,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
