snapshot_date,universe_rank,symbol,quote_volume_usdt,source
2026-09-11,37,METUSDT,16426400.56,binance_vision
2026-09-11,38,XLMUSDT,15160795.19,binance_vision
2026-09-11,39,DOTUSDT,15003354.72,binance_vision
2026-09-11,40,TRUMPUSDT,13934597.80,binance_vision
2026-09-11,41,AAVEUSDT,12857360.78,binance_vision
2026-09-11,42,SPCXBUSDT,12019453.90,binance_vision
2026-09-11,43,SOPHUSDT,11162080.16,binance_vision
2026-09-11,44,THEUSDT,10778780.93,binance_vision
2026-09-11,45,NVDABUSDT,10573877.23,binance_vision
2026-09-11,46,POLUSDT,10480588.07,binance_vision
2026-09-11,47,XPLUSDT,10220267.66,binance_vision
2026-09-11,48,VTHOUSDT,10174570.39,binance_vision
2026-09-11,49,ONDOUSDT,9813179.91,binance_vision
2026-09-11,50,INJUSDT,9536305.93,binance_vision
2026-09-11,1,ETHUSDT,1549265104.63,binance_vision
2026-09-11,2,BTCUSDT,1480700611.26,binance_vision
2026-09-11,3,ZECUSDT,440467715.47,binance_vision
2026-09-11,4,SOLUSDT,320236116.80,binance_vision
2026-09-11,5,XRPUSDT,224993479.84,binance_vision
2026-09-11,6,BNBUSDT,125000748.93,binance_vision
2026-09-11,7,HOLOUSDT,103186380.32,binance_vision
2026-09-11,8,NEARUSDT,99347423.56,binance_vision
2026-09-11,9,牛来USDT,88438736.53,binance_vision
2026-09-11,10,SAHARAUSDT,82310613.71,binance_vision
2026-09-11,11,SUIUSDT,72749599.84,binance_vision
2026-09-11,12,DOGEUSDT,60616282.70,binance_vision
2026-09-11,13,UNIUSDT,58032052.07,binance_vision
2026-09-11,14,ENAUSDT,53361471.06,binance_vision
2026-09-11,15,ADAUSDT,47187788.92,binance_vision
2026-09-11,16,LINKUSDT,40054838.02,binance_vision
2026-09-11,17,TRXUSDT,38198158.30,binance_vision
2026-09-11,18,MARSCOINUSDT,33572044.26,binance_vision
2026-09-11,19,PEPEUSDT,33113152.94,binance_vision
2026-09-11,20,PUMPUSDT,31747843.60,binance_vision
2026-09-11,21,TAOUSDT,30026472.20,binance_vision
2026-09-11,22,RAYUSDT,28333112.19,binance_vision
2026-09-11,23,AVAXUSDT,28146756.54,binance_vision
2026-09-11,24,ARBUSDT,22359060.00,binance_vision
2026-09-11,25,WLDUSDT,22245010.40,binance_vision
2026-09-11,26,UUSDT,21671603.09,binance_vision
2026-09-11,27,XAUTUSDT,18414134.31,binance_vision
2026-09-11,28,DASHUSDT,18219221.65,binance_vision
2026-09-11,29,WLFIUSDT,17936733.37,binance_vision
2026-09-11,30,BCHUSDT,17590693.83,binance_vision
2026-09-11,31,LTCUSDT,17323529.86,binance_vision
2026-09-11,32,SNDKBUSDT,17045680.19,binance_vision
2026-09-11,33,ASTERUSDT,16825086.37,binance_vision
2026-09-11,34,PAXGUSDT,16657979.07,binance_vision
2026-09-11,35,CRCLBUSDT,16551252.28,binance_vision
2026-09-11,36,ETHFIUSDT,16447800.96,binance_vision
2026-09-11,37,METUSDT,16421657.28,binance_vision
2026-09-11,38,XLMUSDT,15207034.13,binance_vision
2026-09-11,39,DOTUSDT,14984223.26,binance_vision
2026-09-11,40,TRUMPUSDT,13947777.52,binance_vision
2026-09-11,41,AAVEUSDT,12856216.41,binance_vision
2026-09-11,42,SPCXBUSDT,12019810.11,binance_vision
2026-09-11,43,SOPHUSDT,11204181.59,binance_vision
2026-09-11,44,THEUSDT,10758978.21,binance_vision
2026-09-11,45,NVDABUSDT,10574453.48,binance_vision
2026-09-11,46,POLUSDT,10475766.46,binance_vision
2026-09-11,47,VTHOUSDT,10284331.88,binance_vision
2026-09-11,48,XPLUSDT,10224340.38,binance_vision
2026-09-11,49,ONDOUSDT,9815597.06,binance_vision
2026-09-11,50,INJUSDT,9581927.83,binance_vision
2026-09-11,1,ETHUSDT,1547806723.62,binance_vision
2026-09-11,2,BTCUSDT,1480103468.89,binance_vision
2026-09-11,3,ZECUSDT,441580645.70,binance_vision
2026-09-11,4,SOLUSDT,319993604.74,binance_vision
2026-09-11,5,XRPUSDT,224311800.88,binance_vision
2026-09-11,6,BNBUSDT,124568240.10,binance_vision
2026-09-11,7,HOLOUSDT,103202464.24,binance_vision
2026-09-11,8,NEARUSDT,99254775.96,binance_vision
2026-09-11,9,牛来USDT,88619469.98,binance_vision
2026-09-11,10,SAHARAUSDT,81563265.17,binance_vision
2026-09-11,11,SUIUSDT,72656442.87,binance_vision
2026-09-11,12,DOGEUSDT,60490673.15,binance_vision
2026-09-11,13,UNIUSDT,57950578.92,binance_vision
2026-09-11,14,ENAUSDT,53362506.85,binance_vision
2026-09-11,15,ADAUSDT,47093169.01,binance_vision
2026-09-11,16,LINKUSDT,39999340.96,binance_vision
2026-09-11,17,TRXUSDT,38231825.03,binance_vision
2026-09-11,18,MARSCOINUSDT,33485087.90,binance_vision
2026-09-11,19,PEPEUSDT,32872874.47,binance_vision
2026-09-11,20,PUMPUSDT,31744224.58,binance_vision
2026-09-11,21,TAOUSDT,30026476.33,binance_vision
2026-09-11,22,RAYUSDT,28167467.97,binance_vision
2026-09-11,23,AVAXUSDT,28061967.43,binance_vision
2026-09-11,24,ARBUSDT,22322927.28,binance_vision
2026-09-11,25,WLDUSDT,22192287.44,binance_vision
2026-09-11,26,UUSDT,21655558.88,binance_vision
2026-09-11,27,DASHUSDT,18200569.91,binance_vision
2026-09-11,28,XAUTUSDT,18078284.17,binance_vision
2026-09-11,29,WLFIUSDT,17998499.49,binance_vision
2026-09-11,30,BCHUSDT,17594654.65,binance_vision
2026-09-11,31,LTCUSDT,17297105.82,binance_vision
2026-09-11,32,SNDKBUSDT,17033149.20,binance_vision
2026-09-11,33,ASTERUSDT,16813914.58,binance_vision
2026-09-11,34,PAXGUSDT,16614791.78,binance_vision
2026-09-11,35,CRCLBUSDT,16552796.44,binance_vision
2026-09-11,36,ETHFIUSDT,16436241.97,binance_vision
2026-09-11,37,METUSDT,16422133.67,binance_vision
2026-09-11,38,XLMUSDT,15167125.72,binance_vision
2026-09-11,39,DOTUSDT,14895062.88,binance_vision
2026-09-11,40,TRUMPUSDT,13888858.73,binance_vision
2026-09-11,41,AAVEUSDT,12839620.30,binance_vision
2026-09-11,42,SPCXBUSDT,12015183.55,binance_vision
2026-09-11,43,SOPHUSDT,11322828.11,binance_vision
2026-09-11,44,THEUSDT,10857079.20,binance_vision
2026-09-11,45,NVDABUSDT,10583224.64,binance_vision
2026-09-11,46,POLUSDT,10466546.52,binance_vision
2026-09-11,47,VTHOUSDT,10454953.52,binance_vision
2026-09-11,48,XPLUSDT,10228983.85,binance_vision
2026-09-11,49,ONDOUSDT,9800279.05,binance_vision
2026-09-11,50,INJUSDT,9574485.82,binance_vision
2026-09-11,1,ETHUSDT,1549620618.53,binance_vision
2026-09-11,2,BTCUSDT,1469657971.51,binance_vision
2026-09-11,3,ZECUSDT,452609122.34,binance_vision
2026-09-11,4,SOLUSDT,319360032.28,binance_vision
2026-09-11,5,XRPUSDT,221764698.14,binance_vision
2026-09-11,6,BNBUSDT,124112311.85,binance_vision
2026-09-11,7,NEARUSDT,98463110.59,binance_vision
2026-09-11,8,HOLOUSDT,97812300.91,binance_vision
2026-09-11,9,牛来USDT,89857168.21,binance_vision
2026-09-11,10,SUIUSDT,71838659.81,binance_vision
2026-09-11,11,DOGEUSDT,59627709.10,binance_vision
2026-09-11,12,UNIUSDT,58060626.40,binance_vision
2026-09-11,13,ENAUSDT,52788505.20,binance_vision
2026-09-11,14,TRXUSDT,51828832.18,binance_vision
2026-09-11,15,ADAUSDT,46589343.07,binance_vision
2026-09-11,16,SAHARAUSDT,46152491.78,binance_vision
2026-09-11,17,LINKUSDT,39351192.30,binance_vision
2026-09-11,18,MARSCOINUSDT,33265551.69,binance_vision
2026-09-11,19,PEPEUSDT,32304528.12,binance_vision
2026-09-11,20,PUMPUSDT,30205811.56,binance_vision
2026-09-11,21,TAOUSDT,29585680.11,binance_vision
2026-09-11,22,AVAXUSDT,27965009.32,binance_vision
2026-09-11,23,RAYUSDT,25073176.23,binance_vision
2026-09-11,24,ARBUSDT,22684541.09,binance_vision
2026-09-11,25,WLDUSDT,22069246.50,binance_vision
2026-09-11,26,UUSDT,20710615.97,binance_vision
2026-09-11,27,DASHUSDT,18037362.13,binance_vision
2026-09-11,28,WLFIUSDT,17858580.23,binance_vision
2026-09-11,29,ETHFIUSDT,17383914.58,binance_vision
2026-09-11,30,ASTERUSDT,17034955.83,binance_vision
2026-09-11,31,SNDKBUSDT,16930726.52,binance_vision
2026-09-11,32,BCHUSDT,16744204.14,binance_vision
2026-09-11,33,LTCUSDT,16739364.17,binance_vision
2026-09-11,34,XAUTUSDT,16484629.60,binance_vision
2026-09-11,35,CRCLBUSDT,16215685.80,binance_vision
2026-09-11,36,METUSDT,16000557.16,binance_vision
2026-09-11,37,PAXGUSDT,15232762.71,binance_vision
2026-09-11,38,XLMUSDT,14849490.87,binance_vision
2026-09-11,39,DOTUSDT,13844209.51,binance_vision
2026-09-11,40,TRUMPUSDT,13806741.04,binance_vision
2026-09-11,41,VTHOUSDT,12945924.12,binance_vision
2026-09-11,42,AAVEUSDT,12903789.94,binance_vision
2026-09-11,43,SOPHUSDT,12373017.33,binance_vision
2026-09-11,44,SPCXBUSDT,11739922.69,binance_vision
2026-09-11,45,THEUSDT,11452984.96,binance_vision
2026-09-11,46,NVDABUSDT,10900272.02,binance_vision
2026-09-11,47,XPLUSDT,10480367.07,binance_vision
2026-09-11,48,POLUSDT,10472647.45,binance_vision
2026-09-11,49,INJUSDT,10056359.19,binance_vision
2026-09-11,50,ONDOUSDT,9656193.48,binance_vision
2026-09-11,1,ETHUSDT,1542822813.81,binance_vision
2026-09-11,2,BTCUSDT,1475865754.82,binance_vision
2026-09-11,3,ZECUSDT,449120030.95,binance_vision
2026-09-11,4,SOLUSDT,319839385.65,binance_vision
2026-09-11,5,XRPUSDT,221641163.25,binance_vision
2026-09-11,6,BNBUSDT,123441288.81,binance_vision
2026-09-11,7,NEARUSDT,98464121.08,binance_vision
2026-09-11,8,HOLOUSDT,97916135.46,binance_vision
2026-09-11,9,牛来USDT,89978410.75,binance_vision
2026-09-11,10,SUIUSDT,72060667.43,binance_vision
2026-09-11,11,DOGEUSDT,60141275.44,binance_vision
2026-09-11,12,UNIUSDT,58768420.72,binance_vision
2026-09-11,13,ENAUSDT,52631173.66,binance_vision
2026-09-11,14,TRXUSDT,51686839.85,binance_vision
2026-09-11,15,ADAUSDT,47036096.05,binance_vision
2026-09-11,16,LINKUSDT,38331127.04,binance_vision
2026-09-11,17,SAHARAUSDT,36389707.65,binance_vision
2026-09-11,18,PEPEUSDT,33050234.12,binance_vision
2026-09-11,19,MARSCOINUSDT,31915616.78,binance_vision
2026-09-11,20,TAOUSDT,29414381.58,binance_vision
2026-09-11,21,PUMPUSDT,29108189.38,binance_vision
2026-09-11,22,AVAXUSDT,27757138.16,binance_vision
2026-09-11,23,RAYUSDT,24563803.70,binance_vision
2026-09-11,24,ARBUSDT,22913275.93,binance_vision
2026-09-11,25,WLDUSDT,22073576.51,binance_vision
2026-09-11,26,UUSDT,20440303.75,binance_vision
2026-09-11,27,DASHUSDT,18204744.58,binance_vision
2026-09-11,28,WLFIUSDT,17893185.46,binance_vision
2026-09-11,29,ETHFIUSDT,17851320.18,binance_vision
2026-09-11,30,ASTERUSDT,17022997.21,binance_vision
2026-09-11,31,SNDKBUSDT,16752561.04,binance_vision
2026-09-11,32,BCHUSDT,16721013.56,binance_vision
2026-09-11,33,LTCUSDT,16558395.39,binance_vision
2026-09-11,34,XAUTUSDT,16176808.56,binance_vision
2026-09-11,35,CRCLBUSDT,16175711.66,binance_vision
2026-09-11,36,METUSDT,15986405.41,binance_vision
2026-09-11,37,PAXGUSDT,15013631.85,binance_vision
2026-09-11,38,XLMUSDT,15003836.80,binance_vision
2026-09-11,39,TRUMPUSDT,13853178.96,binance_vision
2026-09-11,40,DOTUSDT,13515829.61,binance_vision
2026-09-11,41,THEUSDT,12995729.51,binance_vision
2026-09-11,42,AAVEUSDT,12943761.57,binance_vision
2026-09-11,43,VTHOUSDT,12754288.16,binance_vision
2026-09-11,44,SOPHUSDT,12596922.54,binance_vision
2026-09-11,45,SPCXBUSDT,11667918.59,binance_vision
2026-09-11,46,NVDABUSDT,10901436.17,binance_vision
2026-09-11,47,XPLUSDT,10225324.47,binance_vision
2026-09-11,48,POLUSDT,10214853.19,binance_vision
2026-09-11,49,INJUSDT,9892511.84,binance_vision
2026-09-11,50,ONDOUSDT,9648666.68,binance_vision
