candidate_id,sector,members,fin_coverage,rev_yoy_med,profit_yoy_med,gross_margin_med,net_margin_med,cust_top5_med,hhi_med,downstream_breadth,supply_pressure,growth_z,margin_z,barrier_z,choke_z,total_z,three_high_flags,hypothesis_zh,birth_channel,birth_batch,birth_source
CAND-772c28c55de8,电能综合服务,14.0,1.0,2.4560500000000003,17.6576,15.477699999999999,8.3298,45.54,2073.8916,7.5,3.0416666666666665,0.3349050056124358,0.5228925551430368,4.371600003180525,-0.6685886839238674,1.1903769044798478,高利润+高壁垒,做多[电能综合服务]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 2.5%/净利YoY中位 17.7%；高壁垒：前五客户集中 45.5%/客户HHI 2074；高利润：毛利率 15.5%/净利率 8.3%；图谱咽喉：产品供给 8 个下游环节、替代供给源 3 个；成员 14 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-07ba6ebdd962,火力发电,27.0,1.0,-2.8861,-11.8403,14.8579,10.0984,78.91,6230.8282,4.791666666666667,1.1666666666666667,-0.61403265517448,0.7389529806938372,4.371600003180525,0.33631939836050045,1.1606923290883466,高利润+高壁垒,做多[火力发电]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 -2.9%/净利YoY中位 -11.8%；高壁垒：前五客户集中 78.9%/客户HHI 6231；高利润：毛利率 14.9%/净利率 10.1%；图谱咽喉：产品供给 5 个下游环节、替代供给源 1 个；成员 27 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-2d763fe83ba6,半导体设备,8.0,1.0,25.68675,-1.3420999999999998,73.794,11.3176,12.72,161.7984,0.0,0.0,1.470244572147095,2.4612470455731623,-0.14696941386696924,0.6234730917898742,1.1443373979286515,高增长+高利润+咽喉,做多[半导体设备]环节（产业链三高共振候选：高增长+高利润+咽喉）——高增长：营收YoY中位 25.7%/净利YoY中位 -1.3%；高壁垒：前五客户集中 12.7%/客户HHI 162；高利润：毛利率 73.8%/净利率 11.3%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 8 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-61ff843bd0c3,航空装备Ⅲ,40.0,1.0,2.358,-20.1366,34.6848,6.5191,40.94,1676.0835,8.785714285714286,3.5,-0.43913101001603466,1.1765277664463403,4.371600003180525,-0.8463492396612197,1.086022791469662,高利润+高壁垒,做多[航空装备Ⅲ]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 2.4%/净利YoY中位 -20.1%；高壁垒：前五客户集中 40.9%/客户HHI 1676；高利润：毛利率 34.7%/净利率 6.5%；图谱咽喉：产品供给 9 个下游环节、替代供给源 4 个；成员 40 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-14e05d2e4a78,分立器件,10.0,1.0,26.9205,23.46045,67.4227,11.568850000000001,7.82,61.1524,2.0,1.0,2.005728986960744,2.496088400333206,-0.7774455081417075,0.1479911065224258,1.060977640440583,高增长+高利润,做多[分立器件]环节（产业链三高共振候选：高增长+高利润）——高增长：营收YoY中位 26.9%/净利YoY中位 23.5%；高壁垒：前五客户集中 7.8%/客户HHI 61；高利润：毛利率 67.4%/净利率 11.6%；图谱咽喉：产品供给 2 个下游环节、替代供给源 1 个；成员 10 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-d96160120706,轨交设备Ⅲ,24.0,1.0,-4.4532,-9.64405,37.6997,6.2341999999999995,41.965,1414.0760500000001,2.5,2.5,-0.6720453695728528,1.2790335493295097,4.28886452202628,-0.8373423351577123,1.0228924399355492,高利润+高壁垒,做多[轨交设备Ⅲ]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 -4.5%/净利YoY中位 -9.6%；高壁垒：前五客户集中 42.0%/客户HHI 1414；高利润：毛利率 37.7%/净利率 6.2%；图谱咽喉：产品供给 2 个下游环节、替代供给源 2 个；成员 24 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-b3cc93e44f63,集成电路封测,8.0,1.0,24.24105,72.22290000000001,0.0,6.3669,18.93,366.017825,4.0,1.5,2.869709478146394,-0.4783663707533358,0.8084687469186439,0.019094299400287812,0.9472572973653027,高增长+高壁垒,做多[集成电路封测]环节（产业链三高共振候选：高增长+高壁垒）——高增长：营收YoY中位 24.2%/净利YoY中位 72.2%；高壁垒：前五客户集中 18.9%/客户HHI 366；高利润：毛利率 0.0%/净利率 6.4%；图谱咽喉：产品供给 4 个下游环节、替代供给源 2 个；成员 8 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-91bbf0719bc5,其他种植业,6.0,1.0,-6.858,167.6565,0.0,4.8927,15.75,248.0625,66.88888888888889,1.3333333333333333,0.8357875815048613,-0.6827967197573399,0.29191568924521694,3.674779825879722,0.8879719819993721,高增长+咽喉,做多[其他种植业]环节（产业链三高共振候选：高增长+咽喉）——高增长：营收YoY中位 -6.9%/净利YoY中位 167.7%；高壁垒：前五客户集中 15.8%/客户HHI 248；高利润：毛利率 0.0%/净利率 4.9%；图谱咽喉：产品供给 67 个下游环节、替代供给源 1 个；成员 6 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-66fc1f7d0b4c,金属包装,7.0,1.0,16.2799,49.58075,0.0,5.1326,22.295,500.88905,0.0,0.0,1.8885131606670467,-0.6495292928640685,1.3755834206818873,0.6234730917898742,0.8727620985125435,高增长+高壁垒+咽喉,做多[金属包装]环节（产业链三高共振候选：高增长+高壁垒+咽喉）——高增长：营收YoY中位 16.3%/净利YoY中位 49.6%；高壁垒：前五客户集中 22.3%/客户HHI 501；高利润：毛利率 0.0%/净利率 5.1%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 7 只（财务覆盖 100%）,D,E1D-20260914-043752,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + c3_fundamental.financial_indicator
CAND-a88aa0bf9d7b,锂电专用设备,8.0,1.0,35.504999999999995,14.55125,33.6121,6.31015,40.660000000000004,1740.8452200000002,0.0,0.0,1.7528632648685705,1.083537557222487,4.371600003180525,0.6234730917898742,2.014337987919299,高增长+高利润+高壁垒+咽喉,做多[锂电专用设备]环节（产业链三高共振候选：高增长+高利润+高壁垒+咽喉）——高增长：营收YoY中位 35.5%/净利YoY中位 14.6%；高壁垒：前五客户集中 40.7%/客户HHI 1741；高利润：毛利率 33.6%/净利率 6.3%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 8 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-f9702f7d72a8,黄金,10.0,1.0,23.97035,47.4568,21.7083,7.0305,64.54,4165.4116,7.054421768707483,1.9965986394557824,2.3650896874849057,0.6284535808274989,4.371600003180525,0.0073228931791101265,1.9610048808832998,高增长+高利润+高壁垒,做多[黄金]环节（产业链三高共振候选：高增长+高利润+高壁垒）——高增长：营收YoY中位 24.0%/净利YoY中位 47.5%；高壁垒：前五客户集中 64.5%/客户HHI 4165；高利润：毛利率 21.7%/净利率 7.0%；图谱咽喉：产品供给 7 个下游环节、替代供给源 2 个；成员 10 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-90475b62428f,铁路运输,6.0,1.0,6.03465,3.9506499999999996,45.8189,9.27935,55.990001,3065.7218,0.0,0.0,0.31310188075723977,2.0651478065312596,4.371600003180525,0.6234730917898742,1.827812135013093,高利润+高壁垒+咽喉,做多[铁路运输]环节（产业链三高共振候选：高利润+高壁垒+咽喉）——高增长：营收YoY中位 6.0%/净利YoY中位 4.0%；高壁垒：前五客户集中 56.0%/客户HHI 3066；高利润：毛利率 45.8%/净利率 9.3%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 6 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-6c9fedffa1a6,水力发电,11.0,1.0,6.0774,7.30955,61.6685,35.4771,77.71,6069.094,4.133333333333334,2.4,0.38108697062728786,2.725375580826754,4.371600003180525,-0.5902464631930593,1.7705206945513943,高利润+高壁垒,做多[水力发电]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 6.1%/净利YoY中位 7.3%；高壁垒：前五客户集中 77.7%/客户HHI 6069；高利润：毛利率 61.7%/净利率 35.5%；图谱咽喉：产品供给 4 个下游环节、替代供给源 2 个；成员 11 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-ceea86f5ca9c,航空运输,8.0,1.0,8.7181,114.5027,10.82,4.572749999999999,36.515,2492.40715,0.0,0.0,1.836267765728784,-0.2206404572663421,4.371600003180525,0.6234730917898742,1.7133148345551559,高增长+高壁垒+咽喉,做多[航空运输]环节（产业链三高共振候选：高增长+高壁垒+咽喉）——高增长：营收YoY中位 8.7%/净利YoY中位 114.5%；高壁垒：前五客户集中 36.5%/客户HHI 2492；高利润：毛利率 10.8%/净利率 4.6%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 8 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-e8fc95fe5b98,其他黑色家电,6.0,1.0,35.57585,0.5241,0.0,2.62825,38.8,1524.1889999999999,9.0,1.0,1.480981230413025,-0.9952704142681295,4.371600003180525,0.9099004051035292,1.4703568473727122,高增长+高壁垒+咽喉,做多[其他黑色家电]环节（产业链三高共振候选：高增长+高壁垒+咽喉）——高增长：营收YoY中位 35.6%/净利YoY中位 0.5%；高壁垒：前五客户集中 38.8%/客户HHI 1524；高利润：毛利率 0.0%/净利率 2.6%；图谱咽喉：产品供给 9 个下游环节、替代供给源 1 个；成员 6 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-6df9a8c44824,其他化学原料,5.0,1.0,20.4708,497.7413,0.0,4.3956,32.795,1515.4626950000002,9.0,5.5,2.6283087907854177,-0.7498249666143699,4.232342217534444,-2.00141509131707,1.2588389317022297,高增长+高壁垒,做多[其他化学原料]环节（产业链三高共振候选：高增长+高壁垒）——高增长：营收YoY中位 20.5%/净利YoY中位 497.7%；高壁垒：前五客户集中 32.8%/客户HHI 1515；高利润：毛利率 0.0%/净利率 4.4%；图谱咽喉：产品供给 9 个下游环节、替代供给源 6 个；成员 5 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-e611b7cda691,数字芯片设计,22.0,1.0,24.87755,61.5179,46.35345,13.300249999999998,16.565,274.729835,8.0,4.5,2.663197035703099,2.6484893500836395,0.41703312400501963,-1.6250400274252295,1.2403317237480485,高增长+高利润,做多[数字芯片设计]环节（产业链三高共振候选：高增长+高利润）——高增长：营收YoY中位 24.9%/净利YoY中位 61.5%；高壁垒：前五客户集中 16.6%/客户HHI 275；高利润：毛利率 46.4%/净利率 13.3%；图谱咽喉：产品供给 8 个下游环节、替代供给源 4 个；成员 22 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-13a341f1bfa3,模拟芯片设计,13.0,1.0,28.9336,75.8029,35.3586,8.2476,13.899999999999999,193.25409000000002,1.0,1.0,2.8897186534827486,1.434052772831201,0.019585950930676988,0.03914692101083961,1.2381546611874619,高增长+高利润,做多[模拟芯片设计]环节（产业链三高共振候选：高增长+高利润）——高增长：营收YoY中位 28.9%/净利YoY中位 75.8%；高壁垒：前五客户集中 13.9%/客户HHI 193；高利润：毛利率 35.4%/净利率 8.2%；图谱咽喉：产品供给 1 个下游环节、替代供给源 1 个；成员 13 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-07ba6ebdd962,火力发电,27.0,1.0,-2.8861,-5.7053,15.99445,10.0984,78.91,6230.8282,4.791666666666667,1.1666666666666667,-0.4752446322396109,0.7880554055319504,4.371600003180525,0.33631939836050045,1.2146043421783357,高利润+高壁垒,做多[火力发电]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 -2.9%/净利YoY中位 -5.7%；高壁垒：前五客户集中 78.9%/客户HHI 6231；高利润：毛利率 16.0%/净利率 10.1%；图谱咽喉：产品供给 5 个下游环节、替代供给源 1 个；成员 27 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-799998b02cb9,铅锌,12.0,1.0,35.717349999999996,71.1945,0.9998,10.855149999999998,22.15,490.6225,4.375,1.9375,2.850754286792061,0.19388717740608233,1.342057729981763,-0.24335116191001394,1.190542280502577,高增长+高壁垒,做多[铅锌]环节（产业链三高共振候选：高增长+高壁垒）——高增长：营收YoY中位 35.7%/净利YoY中位 71.2%；高壁垒：前五客户集中 22.1%/客户HHI 491；高利润：毛利率 1.0%/净利率 10.9%；图谱咽喉：产品供给 4 个下游环节、替代供给源 2 个；成员 12 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-772c28c55de8,电能综合服务,14.0,1.0,2.4560500000000003,17.6576,15.477699999999999,8.3298,45.54,2073.8916,7.5,3.0416666666666665,0.3376076754890368,0.5183381242666681,4.371600003180525,-0.6685886839238674,1.190049097723736,高利润+高壁垒,做多[电能综合服务]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 2.5%/净利YoY中位 17.7%；高壁垒：前五客户集中 45.5%/客户HHI 2074；高利润：毛利率 15.5%/净利率 8.3%；图谱咽喉：产品供给 8 个下游环节、替代供给源 3 个；成员 14 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-a3a74be3a7cc,激光设备,9.0,1.0,14.7531,81.7052,34.8865,8.5135,13.7,187.68999,0.0,0.0,2.242980060453978,1.4489643266059202,-0.00911835406155831,0.6234730917898742,1.1575501296302588,高增长+高利润+咽喉,做多[激光设备]环节（产业链三高共振候选：高增长+高利润+咽喉）——高增长：营收YoY中位 14.8%/净利YoY中位 81.7%；高壁垒：前五客户集中 13.7%/客户HHI 188；高利润：毛利率 34.9%/净利率 8.5%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 9 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-61ff843bd0c3,航空装备Ⅲ,40.0,1.0,4.559150000000001,-20.1366,34.7871,6.5191,40.94,1676.0835,8.785714285714286,3.5,-0.2532078964029763,1.1673512621790405,4.371600003180525,-0.8463492396612197,1.1395055994867547,高利润+高壁垒,做多[航空装备Ⅲ]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 4.6%/净利YoY中位 -20.1%；高壁垒：前五客户集中 40.9%/客户HHI 1676；高利润：毛利率 34.8%/净利率 6.5%；图谱咽喉：产品供给 9 个下游环节、替代供给源 4 个；成员 40 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-2d763fe83ba6,半导体设备,8.0,1.0,25.68675,-1.3420999999999998,75.3031,11.3176,12.72,161.7984,0.0,0.0,1.4448095025352352,2.42815653830762,-0.14696941386696924,0.6234730917898742,1.128434250228708,高增长+高利润+咽喉,做多[半导体设备]环节（产业链三高共振候选：高增长+高利润+咽喉）——高增长：营收YoY中位 25.7%/净利YoY中位 -1.3%；高壁垒：前五客户集中 12.7%/客户HHI 162；高利润：毛利率 75.3%/净利率 11.3%；图谱咽喉：成员产品暂无供给网证据（不参与咽喉加分）；成员 8 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-d96160120706,轨交设备Ⅲ,24.0,1.0,-1.17385,-10.6615,35.5807,6.60685,41.965,1414.0760500000001,2.5,2.5,-0.4559160624736894,1.21654669972389,4.28886452202628,-0.8373423351577123,1.0721095196638932,高利润+高壁垒,做多[轨交设备Ⅲ]环节（产业链三高共振候选：高利润+高壁垒）——高增长：营收YoY中位 -1.2%/净利YoY中位 -10.7%；高壁垒：前五客户集中 42.0%/客户HHI 1414；高利润：毛利率 35.6%/净利率 6.6%；图谱咽喉：产品供给 2 个下游环节、替代供给源 2 个；成员 24 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-5a7c23e0a035,热力服务,14.0,1.0,1.3263,-4.4124,46.2743,13.38965,6.24,43.3897,39.0,2.375,-0.1663017643409122,2.6572139146344917,-0.9507718201066201,2.9527273714103255,0.9672654686117594,高利润+咽喉,做多[热力服务]环节（产业链三高共振候选：高利润+咽喉）——高增长：营收YoY中位 1.3%/净利YoY中位 -4.4%；高壁垒：前五客户集中 6.2%/客户HHI 43；高利润：毛利率 46.3%/净利率 13.4%；图谱咽喉：产品供给 39 个下游环节、替代供给源 2 个；成员 14 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
CAND-14e05d2e4a78,分立器件,10.0,1.0,23.899099999999997,12.4302,55.9624,11.568850000000001,7.82,61.1524,2.0,1.0,1.6813829177949016,2.4630495525509826,-0.7774455081417075,0.1479911065224258,0.9554141077452742,高增长+高利润,做多[分立器件]环节（产业链三高共振候选：高增长+高利润）——高增长：营收YoY中位 23.9%/净利YoY中位 12.4%；高壁垒：前五客户集中 7.8%/客户HHI 61；高利润：毛利率 56.0%/净利率 11.6%；图谱咽喉：产品供给 2 个下游环节、替代供给源 1 个；成员 10 只（财务覆盖 100%）,D,E1D-20260914-055847,ig_fact(belongs_to_sector+produces+supplies_to) + ig_company_metric + TableRegistry:fund_financial_indicator
