edge_id,from_node_id,to_node_id,dep_type,architecture_direction,coupling_strength,used_symbol,invocation_method,api_contract_refs,event_ref,ddd_integration_pattern,failure_mode,fallback,activation_condition,data_transfer_description,resource_impact,relationship_type,cross_domain,verified,dep_maturity,valid_since,is_legal_cycle
501050,69,45,runtime,downstream,hard,,,"",,,,,,门禁持久化——gate_persistence 漂移预算门禁。,,,,,design,2026-05-15,0
501051,69,55,runtime,upstream,hard,,,"",,,,,,AiAuditLogger + AbstractLock 共享基础设施。,,,,,design,2026-05-15,0
501052,69,42,runtime,upstream,hard,,,"",,,,,,基线+漂移结果持久化——drift_events DB + baseline JSON。,,,,,design,2026-05-15,0
501053,425624,42,runtime,upstream,hard,,,"",,,,,,审计事件 JSONL → SQLite 派生索引——查询加速与 BatchOrchestrator 消费。,,,,,design,2026-05-08,0
501054,425624,45,runtime,upstream,hard,,,MOD-GOVERNANCE G-CT-006,,,,,,Gate Audit Trail 检查——门禁决策写入审计日志，实时阻断联动。,,,,,design,2026-05-08,0
501055,425624,55,contract,upstream,hard,,,"",,,,,,AuditEventType 枚举与 Task Schema 共享类型——EventType 枚举 + 韧性基座。,,,,,design,2026-05-08,0
501056,425624,69,runtime,peer,hard,,,MOD-GOVERNANCE G-CT-007,,,,,,审计追踪链 ↔ 漂移检测器双向桥接——DriftEvent 触发审计异常签名 + 审计对账。,,,,,design,2026-05-08,0
501057,426704,42,data,upstream,hard,,,"",,,,,,olap_engine 持久化 FLE 时序分析结果——遥测数据存储后端。,,,,,design,2026-05-03,0
501058,426704,59,runtime,peer,hard,,,"",,,,,,遥测成本 metrics 聚合到 Budget Enforcer 预算追踪三级管道。实际方向为 peer——budget_engine import system_telemetry(_budget_telemetry_bridge.py 解耦)。,,,,,design,2026-05-03,0
501059,426704,425752,runtime,upstream,hard,,,"",,,,,,告警经 Escalation Protocol 升级到人工处理——4 级递进 + 死锁保护。,,,,,design,2026-05-03,0
501060,426704,428471,contract,upstream,hard,,,MOD-INF-018 §5 CT-OBS-TELEM-001,,,,,,L6 Observability 以 Telemetry 为数据后端——ObservabilityManager 依赖 telemetry facade 的三副本 metric 聚合。,,,,,design,2026-05-03,0
501061,70,71,contract,upstream,hard,,,"",,,,,,退出码约定 0/1/2/3/4 + Finding Schema + manifest 注册契约——dedup gate 消费 script-system 定义。,,,,,design,2026-05-05,0
501062,70,45,runtime,upstream,hard,,,"",,,,,,GATE-DEDUP pre-commit 门禁判定逻辑——Wave 1 即落地 gate-engine 框架。,,,,,design,2026-05-05,0
501063,70,40,contract,upstream,hard,,,"",,,,,,生成时注入共享API影子清单——防重第一道防线 + 消费验证回环。,,,,,design,2026-05-05,0
501064,70,43,runtime,upstream,hard,,,"",,,,,,重复模式→FLE→evolve()→EvolutionProposal 进化闭环——微观克隆检测结果驱动 FLE 自我演化。,,,,,design,2026-05-05,0
501065,70,55,contract,upstream,hard,,,"",,,,,,SSoT Guard + shared 目录结构——去重后的组件提取目标目录。,,,,,design,2026-05-05,0
501066,70,42,data,upstream,hard,,,"",,,,,,发现的重复模式/健忘热点→KB 持久化→未来 AI session 主动查阅——KB 索引双分配存储。,,,,,design,2026-05-05,0
501067,52,45,runtime,upstream,hard,,,"",,,,,,蓝方防御判定依赖 Gate Engine 执行门禁检查——红方注入后验证 Gate 是否拦截。,,,,,design,2026-05-08,0
501068,52,425624,contract,upstream,hard,,,MOD-INF-030 §0 G-CT-018,,,,,,每次攻击和防御结果 MUST 记录不可变日志——G-CT-018 契约锚点。,,,,,design,2026-05-08,0
501069,52,54,runtime,upstream,hard,,,"",,,,,,规则漂移攻击场景的检测器——RB-003/RB-020 依赖语义审计能力。,,,,,design,2026-05-08,0
501070,52,70,runtime,upstream,hard,,,"",,,,,,重复注入场景的检测器——RB-004 依赖去重引擎能力。,,,,,design,2026-05-08,0
501071,52,428471,contract,upstream,hard,,,MOD-INF-030 §0 G-CT-001,,,,,,攻击注入操作需要 RBAC 权限校验与身份验证——G-CT-001 契约锚点。,,,,,design,2026-05-08,0
501072,52,69,runtime,upstream,medium,,,MOD-INF-030 §0 G-CT-023,,,,,,攻击场景基线快照与漂移对比——G-CT-023 契约锚点。,,,,,design,2026-05-08,0
501073,52,425752,runtime,upstream,medium,,,MOD-INF-030 §0 G-CT-022,,,,,,重复绕过触发升级裁决——G-CT-022 契约锚点。,,,,,design,2026-05-08,0
501074,36,52,runtime,downstream,hard,,,"",,,,,,AuditOrchestrator Phase 5 红白对抗阶段委托 RedBlueValidator 执行。,,,,,design,2026-05-08,0
501075,52,50,runtime,upstream,medium,,,"",,,,,,红方可能利用孤儿判定边界制造绕过——RB-002 场景依赖孤儿判定能力。,,,,,design,2026-05-08,0
501076,52,38,runtime,upstream,medium,,,"",,,,,,绕过发现后的修复执行——自愈反馈闭环依赖 AutoFix Engine。,,,,,design,2026-05-08,0
501077,52,427097,contract,upstream,hard,,,"",,,,,,AI 生成攻击场景的安全约束——Tier 5 攻击生成依赖 LLM Security。,,,,,design,2026-05-08,0
501078,52,426745,runtime,upstream,medium,,,"",,,,,,governance.red_blue_scan MCP 端点注册——MCP 集成依赖。,,,,,design,2026-05-08,0
501079,52,59,data,upstream,medium,,,MOD-INF-030 §0 G-CT-024,,,,,,绕过模式知识条目存储与检索——G-CT-024 契约锚点。,,,,,design,2026-05-08,0
501080,53,55,runtime,upstream,hard,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §5,,,,,,资源优化引擎依赖 shared-core 的 DaemonRegistry/EventBus/ContractBus/API_INDEX 基础设施。,,,,,design,2026-05-08,0
501081,53,426704,runtime,upstream,hard,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.5,,,,,,资源优化引擎依赖 system-telemetry 上报 SLI 指标和健康探针。,,,,,design,2026-05-08,0
501082,53,51,runtime,upstream,hard,,,"",,,,,,资源优化引擎依赖 pipeline 的 pipeline_lock 和 orchestration 协调。,,,,,design,2026-05-08,0
501083,53,43,runtime,upstream,hard,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §7.1,,,,,,资源优化引擎将 FLE-Scheduler 注册为守护线程，接收资源异常检测器。,,,,,design,2026-05-08,0
501084,53,45,contract,upstream,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.4,,,,,,资源优化引擎注册 G-RES 资源检查门禁规则，资源不足时门禁阻断。,,,,,design,2026-05-08,0
501085,53,425624,contract,upstream,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.2 CT-ROE-002,,,,,,优化动作审计记录——每个优化动作写入 Audit Trail。,,,,,design,2026-05-08,0
501086,53,69,runtime,upstream,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.2 CT-ROE-006,,,,,,资源配置漂移检测——阈值被篡改时触发漂移告警。,,,,,design,2026-05-08,0
501087,53,59,runtime,peer,soft,,,MOD-RESOURCE_OPTIMIZATION_ENGINE §15.2 CT-ROE-003,,,,,,资源成本预算联动——资源超支时触发预算降级。,,,,,design,2026-05-08,0
501088,53,425463,contract,upstream,soft,,,"",,,,,,技能注册——SKILL-DOM-ROE-001 注册到 agent-spec 技能注册表。,,,,,design,2026-05-08,0
501089,53,426745,contract,upstream,soft,,,"",,,,,,MCP 工具暴露——6 个资源优化 MCP 工具注册到 MCP Gateway。,,,,,design,2026-05-08,0
501090,59,426599,runtime,upstream,hard,,,"",,,,,,Kill Switch 联动 + Degradation 联动 + 成本数据读取,,,,,design,2026-05-15,0
501091,59,425624,runtime,upstream,hard,,,"",,,,,,审计写入 TamperEvidentLog,,,,,design,2026-05-15,0
501092,59,425752,contract,upstream,hard,,,"",,,,,,G-CT-006 预算超限升级,,,,,design,2026-05-15,0
501093,59,55,data,upstream,hard,,,"",,,,,,全局成本汇聚 + 语义缓存重导出,,,,,design,2026-05-15,0
501094,59,42,data,upstream,soft,,,"",,,,,,SQLite 存储层(传递依赖 via MOD-INF-016),,,,,design,2026-05-15,0
501095,59,427097,contract,upstream,soft,,,"",,,,,,IPI 检测 + 签名验证,,,,,design,2026-05-15,0
501096,59,69,contract,upstream,soft,,,"",,,,,,漂移预算信号,,,,,design,2026-05-15,0
501097,59,40,runtime,upstream,soft,,,"",,,,,,上下文压缩联动,,,,,design,2026-05-15,0
501098,59,425757,data,upstream,soft,,,"",,,,,,任务预算字段,,,,,design,2026-05-15,0
501099,425463,45,runtime,upstream,hard,,,"",,,,,,Gate Engine 门禁验证——技能加载时门禁检查。,,,,,design,2026-05-16,0
501100,425463,40,runtime,upstream,hard,,,"",,,,,,Context Engine 上下文注入——技能渐进披露时上下文装配。,,,,,design,2026-05-16,0
501101,425463,51,runtime,upstream,hard,,,"",,,,,,Pipeline 多模型路由——技能加载触发管线阶段调度。,,,,,design,2026-05-16,0
501102,425463,428471,runtime,upstream,hard,,,"",,,,,,Agent RBAC 权限检查——技能操作权限校验。,,,,,design,2026-05-16,0
501103,425463,425624,runtime,upstream,hard,,,"",,,,,,Audit Trail 审计闭环——技能加载/执行审计记录。,,,,,design,2026-05-16,0
501104,425463,69,runtime,upstream,hard,,,"",,,,,,Drift Detector 漂移检测——技能规格漂移监控。,,,,,design,2026-05-16,0
501105,425463,426466,runtime,upstream,hard,,,"",,,,,,A2A Protocol Agent间协调——多Agent技能协商与冲突解决。,,,,,design,2026-05-16,0
501106,425463,71,contract,upstream,hard,,,"",,,,,,Governance Automation 审计管线整合——技能注册触发审计管线。,,,,,design,2026-05-16,0
501107,425463,43,runtime,upstream,soft,,,"",,,,,,Feedback Loop 闭环——技能效果反馈驱动进化。,,,,,design,2026-05-16,0
501108,425463,42,data,upstream,soft,,,"",,,,,,Database 间接依赖——技能元数据持久化（传递依赖 via shared-core）。,,,,,design,2026-05-16,0
501109,425463,427097,runtime,upstream,soft,,,"",,,,,,LLM Security Gateway 注入检测——技能内容安全审查。,,,,,design,2026-05-16,0
501110,425463,58,runtime,upstream,soft,,,"",,,,,,Rollback System 回滚——技能加载失败回滚。,,,,,design,2026-05-16,0
501111,425463,425752,runtime,upstream,soft,,,"",,,,,,Escalation Protocol 升级——技能异常升级处理。,,,,,design,2026-05-16,0
501112,425463,59,runtime,upstream,soft,,,"",,,,,,Budget Enforcer 预算管控——技能加载Token预算检查。,,,,,design,2026-05-16,0
501113,425463,82,contract,upstream,soft,,,"",,,,,,Knowledge Base KE沉淀——技能经验知识条目写入。,,,,,design,2026-05-16,0
501114,426704,55,contract,upstream,hard,,,"",,,,,,蓝图 §2.2 复用清单：shared/logging + shared/flags + shared/observer + shared/contracts。,,,,,design,2026-05-18,0
501115,426704,427097,runtime,upstream,hard,,,"",,,,,,蓝图 §12 集成点：ai_behavior→lsg_security_gateway 安全审计。,,,,,design,2026-05-18,0
501116,426704,426599,runtime,downstream,hard,,,"",,,,,,线6直接下游：遥测指标→容量保障 SLI 仪表盘。sli_instrumentation.py bridge→metrics.gauge()。,,,,,design,2026-05-18,0
501117,426704,43,runtime,downstream,soft,,,"",,,,,,蓝图 §12 可选集成：FLE 消费 metrics/logs 用于自愈反馈。,,,,,design,2026-05-18,0
501118,426704,425624,runtime,downstream,soft,,,"",,,,,,蓝图 §12 可选集成：遥测事件→审计日志持久化。,,,,,design,2026-05-18,0
501119,426704,69,runtime,upstream,soft,,,"",,,,,,contract_metrics.py 委托 detect_contract_drift→behavioral_auditor.contract_drift_detector。,,,,,design,2026-05-18,0
501120,426704,40,runtime,upstream,soft,,,"",,,,,,auto_bootstrap.py monkey-patch session_continuity（运行时动态导入）。,,,,,design,2026-05-18,0
501121,426704,58,runtime,upstream,soft,,,"",,,,,,auto_bootstrap.py monkey-patch phase_manager（运行时动态导入）。,,,,,design,2026-05-18,0
501122,59,426704,runtime,upstream,hard,,,"",,,,,,budget_engine.py 运行时导入 get_global_telemetry（遥测成本 metrics 聚合）。,,,,,design,2026-05-18,0
501123,59,49,data,upstream,soft,,,"",,,,,,model_router.py 懒导入 load_benchmark_history（基准性能数据加载）。,,,,,design,2026-05-18,0
501124,81,37,runtime,upstream,hard,,,"",,,,,,VMS消费嵌入服务——BGE-M3嵌入路由已迁至MOD-INF-039，VMS通过local-model获取嵌入向量。,,,,,design,2026-05-18,0
501125,425463,37,runtime,upstream,hard,,,"",,,,,,Agent Spec语义路由——BGE-M3嵌入路由依赖local-model的EmbeddingRouter。,,,,,design,2026-05-18,0
501126,51,37,runtime,upstream,hard,,,"",,,,,,Pipeline嵌入+rerank——管线阶段调度依赖local-model的嵌入与重排序能力。,,,,,design,2026-05-18,0
501127,425701,37,runtime,upstream,soft,,,"",,,,,,Runtime warmup——运行时启动预热依赖local-model的模型加载与缓存。,,,,,design,2026-05-18,0
501128,43,429113,runtime,downstream,hard,,,"",,,,,,FLE scheduler imports from feedback-loop.scheduler_act,,,,,design,2026-05-08,0
501129,43,429115,runtime,downstream,hard,,,"",,,,,,FLE scheduler imports from feedback-loop.scheduler_collect_detect,,,,,design,2026-05-08,0
501130,43,429114,runtime,downstream,hard,,,"",,,,,,FLE scheduler imports from feedback-loop.scheduler_health,,,,,design,2026-05-08,0
501131,43,429116,runtime,downstream,hard,,,"",,,,,,FLE scheduler imports from feedback-loop.scheduler_safety,,,,,design,2026-05-08,0
359316,311196,311195,import_depends,downstream,required,Portfolio,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
359317,311195,311193,import_depends,downstream,required,DataHandler,direct,,,,runtime_error,no_fallback,always,,low,,0,0,design,,0
361331,311196,311216,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361332,311217,311215,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361333,311193,311215,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361334,311218,311216,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361335,311218,311215,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361337,311220,311217,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361338,311220,311215,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361339,311221,311215,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361340,311222,311218,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
361341,311223,311218,import_depends,downstream,medium,"",direct,"","","",runtime_error,no_fallback,always,"",low,"",0,0,design,,0
500356,427299,427288,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
500797,428343,428345,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
495320,425471,425539,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495322,425471,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495354,425517,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495398,425591,425593,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495355,425517,425474,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496322,426436,425877,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496323,426436,426663,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496324,426436,426091,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496325,426436,426097,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496326,426436,426185,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
500252,425962,425956,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
496327,426436,426188,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496331,426442,427296,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
500804,428355,428357,config_depends,downstream,degradable,"",config,[],"","",timeout,circuit_break,"","","",one_to_many,0,0,active,,0
495374,425542,425554,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495375,425546,425554,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495377,425550,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496334,426445,427296,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495330,425487,426600,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495331,425487,426778,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495333,425487,426818,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495334,425487,426137,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495335,425487,426821,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495378,425559,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495379,425560,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495380,425561,426778,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495381,425563,426739,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495382,425565,425824,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495383,425568,425538,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495385,425576,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496330,426441,427296,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496336,426446,426779,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496337,426446,426778,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496340,426449,426420,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496345,426452,425830,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496344,426451,426479,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495346,425496,427148,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495347,425496,425487,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496349,426457,427325,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496350,426461,427324,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496352,426467,426480,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496357,426473,427257,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496360,426479,426477,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496358,426477,427327,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496359,426478,426470,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496361,426480,427327,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496362,426480,426479,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496363,426480,426477,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496364,426480,426481,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496367,426484,427328,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
496373,426489,426484,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496374,426489,426485,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496375,426489,426488,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496376,426489,426487,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496377,426489,426490,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
496378,426489,426486,import_depends,downstream,required,"",import,[],"",shared_kernel,timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495349,425496,425499,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495356,425524,425538,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495358,425528,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495366,425536,426319,import_depends,downstream,critical,"",import,[],"","",service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495367,425537,425535,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495368,425537,425556,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495384,425573,425553,import_depends,downstream,required,"",import,[],"","",timeout,graceful_degradation,"","","",one_to_many,0,0,active,,0
495386,425581,427058,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495389,425585,427060,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
495397,425590,427069,import_depends,downstream,critical,"",import,[],"",anti_corruption_layer,service_down,circuit_break,"","","",one_to_many,1,0,active,,0
